time,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Greenland,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,South Korea,Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,North Korea,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,USA,Uzbekistan,Venezuela,Vietnam,Vanuatu,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2003,,670021164.4,76142881.76,5834717495.0,1374873734.0,76587998.89,9926649415.0,2381962769.0,176552162.3,43413201.31,3875697772.0,34544046.8,50757054.37,719442956.9,569054077.5,,202282838.9,231563860.4,8552225.0,173431324.8,8392905884.0,243373245.0,,301014357.8,15018926.36,9958245602.0,3270337504.0,2067983998.0,35126306608.0,213007570.5,188499655.9,78708031.88,93776668.96,3278369503.0,0.0,296933962.3,288427605.8,1885706689.0,35055088179.0,41763775.81,3199158428.0,155802495.6,2206395762.0,739000000.0,2383914898.0,181583669.0,12880532801.0,171411923.9,278673159.9,2475059743.0,37296898.08,45916973841.0,108396421.2,46942962291.0,42647402.88,53244020.29,84133949.31,1997861.937,7505161.734,,5035585542.0,,178771794.0,16345330.57,82195176.79,709399147.2,,1401561253.0,2134746704.0,16333986643.0,965199981.0,3717068450.0,,0.0,10827490776.0,26824213292.0,54845871.82,611847672.8,42486177361.0,317564315.1,245938663.8,32603112.03,67525224.43,15847047272.0,3130746413.0,11013340.9,923383084.6,,541401766.5,541695589.6,27363759.54,210822413.2,198637975.5,189144251.4,1819230070.0,8246742.537,72517018.89,3245342478.0,115827201.7,66758430.83,24189109503.0,,24333211.23,59771342.55,62449150.29,13118825.85,2881578947.0,129449089.5,,24604267.03,587461887.3,35307124.98,8356338470.0,4517514992.0,102934146.2,1132832007.0,1969310793.0,3722814794.0,0.0,891253913.4,1301286084.0,19307132.13,4150261759.0,,,3109812942.0,63511880.06,,784615384.6,1250327559.0,16973739085.0,45196268.98,18747466667.0,398110221.7,96856503.79,,28467933.59,126600000.0,,730567122.9,,,624508454.6,416906753.7,5305640404.0,31927690.93,1436210734.0,40949759.12,28831211.29,1891520588.0,34788346.39,,,33736557.0,407385561.1,10277901778.0,125254713.9,152379921.8,1427984751.0,269526777.2,415000000000.0,54133695.46,987890177.7,841930159.4,,807313244.1,2574176278.0,,194800000.0
2004,125111557.5,817533582.2,100922358.4,6816882233.0,1465809188.0,98070488.2,11995219710.0,2679282065.0,228249631.6,44872377.15,4262663513.0,41780478.34,65684242.41,770641160.3,650748201.7,,200100307.3,314314017.8,9486150.0,168881603.1,9780111585.0,199381149.3,,314038897.1,15103589.92,11336489831.0,3503819863.0,2687320866.0,40352713136.0,250811588.4,221107924.7,137637805.5,124298437.4,4056896991.0,0.0,62047619.05,338474566.3,2042085931.0,38007611456.0,37355742.99,3578832460.0,152878466.8,2802224794.0,710000000.0,2369743586.0,,15262458637.0,204968180.2,311038749.0,2892938124.0,46798811.28,53007021661.0,125121856.6,53970302831.0,70419742.78,56353842.99,81018570.1,1931395.5,,,6267468787.0,,114893349.3,22132238.74,60561786.64,730867004.5,,1532612234.0,2428947795.0,20238566527.0,1101860647.0,5243621133.0,613724869.6,0.0,11127065294.0,30261076655.0,54533132.23,586741890.0,45339809415.0,426441724.6,259807840.7,37238358.12,69218798.63,17829864143.0,3450118765.0,11496967.52,954560530.7,3182000.0,685073220.1,619305492.4,31386955.1,270841799.8,234676202.7,229353322.5,1937523822.0,9378005.953,54471710.03,3129009392.0,135256294.8,77420331.83,29853914083.0,,27749093.06,77630605.86,,21965738.58,2823157895.0,166997177.9,,31611724.73,639990066.8,32628065.16,9377114724.0,4887380337.0,130650327.9,1285163189.0,2230689207.0,4128195489.0,0.0,922046074.5,1243221348.0,24421729.44,4778627749.0,,,3719431562.0,84466986.26,,772362637.4,1530183904.0,20955413571.0,41215761.05,20910400000.0,1240766949.0,107553687.9,,22961537.04,128000000.0,,739172065.1,,,711290428.0,493153892.9,5514710385.0,42695547.31,1388544983.0,50540901.22,31719621.04,1866937328.0,45110098.94,,,75889150.48,444651416.7,10920773882.0,127567862.8,196015853.7,1685034159.0,279301971.5,465000000000.0,,1448715983.0,915089546.6,,735485127.9,3099065125.0,98349404.04,256100000.0
2005,122727193.1,1365055399.0,110140852.7,6604220558.0,1699579152.0,140738102.7,13237798499.0,2686166244.0,304521477.7,49557129.38,4228224643.0,44706029.56,73843342.16,773677668.2,699433973.1,,173304847.7,452684068.3,10710962.5,169262316.4,13588619736.0,248588079.8,,283835745.1,15396194.65,12988132964.0,3484636759.0,3100391591.0,45918881613.0,249872978.1,223084623.1,165205060.9,100916074.5,4914190182.0,0.0,78557142.86,380875028.8,2439538514.0,38054021788.0,44847260.59,3468452920.0,272200481.1,2924820167.0,954000000.0,2659439714.0,,15997724220.0,265961745.8,342066638.7,2999391049.0,43111350.29,52908769835.0,118111430.5,55151564188.0,214071430.1,64196566.4,,2985085.073,12116374.83,,7028428593.0,,104467679.9,18506566.6,62589274.81,799160901.2,,1596087843.0,2146270791.0,23072312925.0,1144978361.0,6796744965.0,1120278533.0,0.0,10919173621.0,29737642392.0,59329776.32,603667136.8,44300613330.0,591985249.8,316799485.4,39718288.7,70959071.47,22159512557.0,3509417808.0,11965988.44,962520729.7,8025000.0,690930769.3,644211825.1,33619893.92,303819006.4,243744714.7,272551115.8,2031131381.0,11960379.69,54018162.48,3621523413.0,127003654.4,86450742.04,32954262251.0,60811819.13,29797967.23,62247951.09,66659636.65,38213561.9,3120337779.0,192072120.8,,32798198.18,674208144.8,34123573.95,9566980053.0,4884904928.0,159326023.8,1389770959.0,2739011704.0,4587117425.0,0.0,1203039421.0,1372702435.0,30464707.68,5896404861.0,,,4039322489.0,77468937.97,,887500000.0,1975975151.0,27336977274.0,44996351.89,25392038601.0,1164995936.0,124403755.3,,23552130.23,132900000.0,,629500942.8,,,823313455.4,514172799.5,5518466926.0,59471673.9,1450324657.0,55491517.97,33238035.29,1984492828.0,,,8230000.0,97752858.93,468464580.0,12081156314.0,139493591.3,216667041.1,2405492582.0,347323784.9,503000000000.0,,2665390597.0,1026426801.0,,815627464.0,3566963815.0,139509353.6,131400000.0
2006,131346231.3,1970309115.0,140983900.7,7165418652.0,1847553130.0,188189116.4,14239779513.0,2640185362.0,717111853.6,44717502.04,4307895341.0,46786130.93,72632867.33,829682794.8,750992451.6,,178375570.1,631831238.1,12283037.5,179525489.2,16404867307.0,293436463.5,,272934274.8,,14809892803.0,3328973394.0,3855358069.0,55337487669.0,267360247.9,256927843.3,205102086.6,126569641.8,5326664238.0,0.0,76587443.95,387703672.0,2449963710.0,38092382653.0,49515814.11,3896730668.0,259240325.1,3093978245.0,950000000.0,2952520159.0,,17252217613.0,315179053.3,345687017.0,3128517474.0,54067168.06,54516076830.0,130237717.3,57482975674.0,404172025.9,75732607.93,,2786319.244,,,7607186182.0,,130546929.2,19176973.64,75595918.54,849431034.7,,1410071771.0,2611875117.0,23951927958.0,1190379117.0,8751474767.0,1236081013.0,0.0,11558970817.0,29633022263.0,72645523.01,701551481.0,41552592886.0,793027147.5,375807203.2,47207036.73,75881313.59,25177237741.0,3597816498.0,13410565.06,1008955224.0,3925000.0,614356296.2,791491040.7,35224579.31,351605788.8,247133192.2,367825490.4,2134594876.0,16449497.76,53914017.64,4082501468.0,126008876.7,96004895.87,,62347815.51,39189624.48,57439135.78,81906180.19,31090549.5,3266197406.0,199559185.1,,,776148058.3,37285145.13,10217765740.0,5011748967.0,157247689.5,1463950819.0,3022626788.0,4969197611.0,0.0,1291060140.0,1607271267.0,31307966.36,6619413759.0,,,4066783668.0,106557406.1,,1065741758.0,2251493425.0,34517781619.0,54557648.04,29580507343.0,1647839194.0,148555145.4,,28022458.48,142100000.0,,705062714.3,551454504.4,,911370626.8,608833753.4,5577203266.0,58520575.05,1435215692.0,222991451.4,,2441917005.0,,,17105000.0,115560463.1,497212664.0,13363298981.0,147417924.8,218533948.5,2986475248.0,392798690.7,528000000000.0,,3630088496.0,1286528867.0,,822130536.1,3506139658.0,205852231.6,161700000.0
2007,219580214.3,2032432883.0,194840309.2,8460993873.0,2296448242.0,280108688.3,17186440962.0,3499817967.0,946599792.1,46308706.22,5163979974.0,,107816728.5,953464223.6,1032154228.0,,195049685.1,746943264.0,13759075.0,221280687.8,20485758015.0,323137150.8,,306451402.7,19112519.74,17417139931.0,3524746536.0,4022478104.0,68011562228.0,323619193.5,296698917.3,205217223.0,168079588.2,6775762767.0,0.0,83365638.77,405176368.5,2707677752.0,42551851943.0,34518711.91,4175652589.0,274775680.8,3945815125.0,1310000000.0,3306908257.0,,20065668635.0,444197516.0,360140308.6,3296557750.0,75576918.3,60594986847.0,,65986089657.0,931750564.2,126077789.0,,4547026.14,,196314371.7,8533090258.0,,135925872.8,24971954.12,95924340.17,978853732.1,,1776464117.0,3348758342.0,28254773450.0,1372225370.0,9330901882.0,1989948747.0,0.0,12128941564.0,31982431792.0,83511942.1,1032440056.0,40530045688.0,1359776099.0,494684896.7,50909587.1,79015425.88,27726129585.0,4115736734.0,14838865.54,1152238806.0,3486000.0,639137046.2,1054816810.0,39834671.56,442004493.3,286051368.8,481492627.1,2408350250.0,22718473.79,81936943.67,4779835655.0,162567237.1,110376888.0,,64190474.63,56561859.19,68625364.26,,33599605.59,3970537327.0,228174673.6,,,971321378.6,39472043.8,11480377424.0,5875288100.0,169575397.1,1713995943.0,3244603381.0,5342575138.0,0.0,1332655376.0,2014371029.0,39287099.33,8589136364.0,,,4366184075.0,132393616.2,,1562225275.0,2607689942.0,43534994996.0,55580440.8,35469513009.0,2427072595.0,192807975.5,,29076876.18,165600000.0,,971570564.6,587966866.7,,1139194488.0,692654912.6,6386221162.0,61877516.72,1599033723.0,389135909.6,,3522634436.0,,,23735000.0,124750514.8,490650558.8,15319161863.0,166215543.3,252119246.4,4096039604.0,416045332.5,557000000000.0,,4351560317.0,1784217422.0,,1050499364.0,3525684244.0,232278664.4,
2008,240532594.6,3163591147.0,255677957.8,11571681416.0,2788980205.0,395994365.4,18633092318.0,3746731607.0,1607799226.0,43856319.95,6295821584.0,64724601.11,116999586.9,1030020018.0,1038051933.0,,233292390.7,883027522.9,18717737.5,327194708.2,24452903036.0,361989034.5,,332400254.3,31511483.79,19342058405.0,4098459038.0,4641877576.0,86362099113.0,368910574.9,346586125.7,159998426.6,207724344.3,9051130502.0,0.0,89057268.72,453803054.2,2918695853.0,48081444318.0,36274835.28,4788030121.0,333538881.6,5172336907.0,1646000000.0,3779880350.0,,22227721830.0,505779818.3,388187596.7,3958118334.0,53585658.62,66009448127.0,,65619450480.0,1090160251.0,113668160.2,,17163533.46,,292754658.8,10574138499.0,,166494048.3,30520593.42,132428400.6,1295957074.0,,1867877499.0,3232202215.0,33002376727.0,1582890834.0,11081950209.0,3116304020.0,0.0,14191949919.0,36839989746.0,130699170.7,1358383580.0,46361468280.0,1540810813.0,580011940.7,61124321.93,82630723.43,26072410508.0,4430342077.0,16267888.96,1169485904.0,3907000.0,1100068652.0,1511363007.0,27350681.86,541390194.6,236720167.1,581752272.9,2944958473.0,36845650.5,103271539.5,4939665939.0,172658158.9,142919351.1,,85106382.98,66749871.33,83709455.73,123323383.8,44464251.4,4411795565.0,266250021.2,,53630486.48,1615533211.0,42659728.78,12374848940.0,6370921986.0,187069695.8,1661242822.0,3462483745.0,5226678787.0,0.0,1503663891.0,2270904919.0,39332022.27,9349421394.0,,,4812099462.0,168154857.4,,2317500000.0,3000404945.0,56183785393.0,67660359.62,38222933333.0,3228000000.0,216870289.5,,23645736.56,173000000.0,,1111631538.0,896390706.9,,1411710285.0,829384406.9,6024791006.0,66657830.2,1732416848.0,611426848.7,57009189.27,4465994062.0,52467120.6,,23651000.0,139098455.7,578911487.3,17127313222.0,194000300.9,311856269.3,4811019855.0,567703932.8,621000000000.0,,5660456451.0,2137625597.0,,1196411766.0,3285925081.0,278055135.8,
2009,251869514.8,3311193245.0,182736862.5,13836351259.0,2981852290.0,359499343.5,18960138513.0,3334754940.0,1472909977.0,,5620670063.0,,127333296.6,1258791157.0,963254164.0,,242471357.8,675426505.1,17267537.5,345777777.8,25648809911.0,349759722.8,,330147278.7,35992384.36,18936226052.0,4055544323.0,3902221588.0,106000000000.0,420059044.5,343265154.0,122378011.0,,9033202673.0,0.0,92462555.07,471352781.1,2718559513.0,47470073335.0,,4337355690.0,320855289.2,5280588156.0,1949000000.0,4017404478.0,,20178274985.0,434340865.2,339627768.0,3940584835.0,51285722.32,66884028879.0,,57914627858.0,603655214.9,118290743.9,,7095299.575,13744583.7,371927587.9,10641348183.0,,147410544.1,31055650.89,156802557.3,1129098496.0,,1475818169.0,3304459138.0,38722154392.0,1415725373.0,12584623339.0,3237179487.0,0.0,14030376087.0,34054481324.0,114808331.8,1568309859.0,51465158208.0,1271890276.0,578071672.4,67213747.35,136589738.0,24575661939.0,4208871206.0,13973614.53,1426202322.0,7193000.0,,1522232372.0,47399768.93,404826028.7,222959826.9,363809251.1,3055069442.0,24906387.27,70985221.42,4855514856.0,158716661.5,144434608.4,,76683387.91,37633746.0,84302809.4,114824329.4,58797381.82,3964817705.0,299516030.2,,53000300.73,1504486172.0,41721772.9,12131812076.0,6195603602.0,209703502.0,1623013593.0,3367490247.0,5274564971.0,0.0,1848562930.0,2115785124.0,52048171.78,7903812008.0,,,4949690419.0,168486261.9,,1948351648.0,2225144540.0,51532116798.0,75278486.05,41267200000.0,3180483010.0,214824243.0,,26405564.66,189900000.0,,974288479.2,609898632.6,,1350294439.0,798868642.2,5062962024.0,75911617.99,2181974581.0,738903737.1,55130817.09,4799654668.0,47529274.32,,36481000.0,138523710.2,564775933.7,16352301844.0,219476865.3,293527670.7,3452467130.0,577056008.5,669000000000.0,,4055379599.0,2401450914.0,,1420775264.0,3592687702.0,220962285.8,
2010,298146852.5,3500794836.0,185893242.0,17504697073.0,3475348407.0,395011507.8,23217692816.0,3218351224.0,1476608734.0,,5244720513.0,,123700474.7,1624625086.0,893467534.0,,219915489.5,767699285.9,15337250.0,327413146.1,34002944470.0,390719540.0,,348672725.3,51585274.5,19315688825.0,4115407849.0,4894081125.0,116000000000.0,387692140.0,354054397.8,183682097.5,218390920.6,10422054494.0,0.0,94277533.04,477587428.6,2497902955.0,46255521194.0,,4503492127.0,354856781.4,5671309117.0,2094000000.0,4407286453.0,,19710785450.0,332231196.9,303617033.1,3717180505.0,50408953.71,61781748108.0,268738503.9,58082848795.0,454178215.2,122480468.5,,,17129808.17,,8163619387.0,,169798840.1,31075055.49,170186979.7,1015876654.0,,1350820413.0,4663365759.0,46090445657.0,1274228688.0,13561272454.0,3752905983.0,0.0,14605298604.0,32020819951.0,115571396.0,1557887324.0,54655450735.0,1501815344.0,622049847.8,77237992.31,167857928.0,28175181219.0,4335204653.0,15356402.95,1585406302.0,8458000.0,,1532026109.0,70661037.37,326320918.7,274135432.5,259672124.2,3160804832.0,18335718.27,56922892.89,5897198481.0,130021469.1,146786545.7,,75094861.9,54855717.51,99189931.71,,49984217.91,3854285351.0,396539101.4,,66889841.44,1990099669.0,44272442.92,11220523280.0,6498659038.0,254950072.1,1930748002.0,3671391417.0,5974613176.0,0.0,2178945723.0,2438189569.0,46335624.37,8790170132.0,,,4718924038.0,204605254.8,,1876758242.0,2086220460.0,58720227609.0,74514417.29,45244533333.0,,195732892.9,,25062278.63,201000000.0,,872339631.7,650910667.8,,1137680536.0,772085107.5,5885935800.0,102032175.0,2346021283.0,615817007.5,56832843.04,4962419956.0,53756933.71,,26389000.0,143063064.8,571189045.7,17939370512.0,282725098.8,608685868.6,3729503859.0,755659469.7,698000000000.0,,3991194835.0,2672286425.0,,1448153377.0,4188168092.0,280187778.6,98293000.0
2011,325807003.7,3639496374.0,197006789.2,19181756297.0,4051930105.0,390871433.9,26597198655.0,3409721209.0,3080084996.0,,5499370964.0,,138850860.2,1801539802.0,829031753.5,,211878260.6,756277351.3,15416250.0,403568566.1,36936209896.0,415371529.0,,363324481.2,49874328.73,21393720864.0,4973863849.0,5686752070.0,138000000000.0,357330259.0,347477885.7,238787546.6,,10306578506.0,0.0,93744493.39,479735318.4,2474313259.0,48140347951.0,,4518590127.0,348559830.1,8652237040.0,2453700000.0,4463974191.0,,19695435494.0,389237580.9,332441772.4,4099505807.0,60785527.47,64600927220.0,265965337.6,60270435687.0,468779626.8,234327479.6,,,17519804.35,,7128608267.0,,197433150.7,32416747.54,200358405.9,1106464042.0,,1472069832.0,5838026186.0,49633815794.0,1300331547.0,14277667361.0,4278632479.0,0.0,16343210462.0,33828804971.0,133638559.8,1594788732.0,60762213841.0,1803970782.0,646678106.7,86423386.41,192159418.5,30991707946.0,5393526319.0,19009820.6,1626533997.0,13271000.0,,1751910641.0,58169320.75,344605215.4,256962415.8,296834929.2,3342698956.0,22966963.69,71989808.01,6471388439.0,132461994.8,161062674.6,,79376663.82,87157848.16,118871183.0,,52804842.99,4692483660.0,443591424.5,,83947561.38,2384936022.0,51453111.13,11647934608.0,7232260585.0,284518851.1,2080091009.0,5000715215.0,6954787511.0,0.0,2355167834.0,2701492158.0,64193136.14,9455422988.0,,,4904393519.0,285106240.8,,,2379871482.0,70237523951.0,75383928.56,48530933333.0,,230190350.7,,25476183.91,220700000.0,,986958193.7,1052721970.0,,1064842811.0,665679671.4,6324747364.0,106629408.9,2494887483.0,609706993.1,59018874.0,5512983861.0,71342116.79,,20530000.0,146080695.2,715239597.1,17304881561.0,307473984.2,607135070.9,3684691424.0,824833542.2,711000000000.0,,3577531587.0,2686520590.0,,1612254443.0,4594154078.0,309113764.2,198438000.0
2012,238583385.4,4144634851.0,183204695.7,19024098026.0,4563217859.0,380571678.9,26216580848.0,3187227449.0,3246122613.0,58966662.28,5168997834.0,78223091.04,147729698.9,1823425076.0,807529319.0,,197344650.2,817069894.1,15219125.0,499870043.4,33987005074.0,411261473.9,,326874161.7,42746025.19,20452107111.0,4592165378.0,5466101782.0,157000000000.0,407596534.1,354447463.1,332493979.4,,11706271913.0,0.0,126872246.7,414496321.4,2220610395.0,46470870905.0,,4422458084.0,396187178.6,9326287144.0,2589776000.0,4557748767.0,,18860623363.0,436852911.6,366539017.7,3943239958.0,59221516.41,60035153811.0,278143957.1,58495656721.0,491982529.4,337260972.7,168913357.5,11173079.86,24491750.68,,5914988423.0,,224366543.6,33542606.6,212341274.3,955320163.6,,1322277703.0,6531097955.0,47216920048.0,1157531730.0,16493963287.0,4141066054.0,0.0,15567095862.0,29781008205.0,137635505.7,1472816901.0,60011530195.0,2177543205.0,840072590.0,107529842.9,217305727.7,31951760810.0,5941536637.0,20327157.66,1757213930.0,15179000.0,2987413408.0,1474902628.0,53240145.82,328631681.6,237503049.8,255740342.6,3402700836.0,23870072.82,68636017.8,6978776719.0,119410402.5,148865779.9,2969236076.0,67712201.3,113622769.9,139100553.3,142299912.3,46155953.69,4507252007.0,412163503.6,,148865779.9,2316478200.0,70132969.8,10364720787.0,7143962183.0,256686839.5,2094946041.0,9250650195.0,7478971082.0,0.0,2857983382.0,2898685257.0,110623185.3,8986838792.0,,,4137254045.0,320909756.6,,,2102886223.0,81469399931.0,79793910.09,56497866667.0,,196661489.0,,29758934.08,224300000.0,,853622633.2,988225988.7,,1020180035.0,543496416.5,6243671605.0,90639795.27,,,62931049.68,5491915221.0,76260471.83,,33388000.0,168762442.5,681225950.6,17958240406.0,359739418.8,351838247.0,4136888486.0,924640335.6,685000000000.0,,5114847100.0,3360860380.0,,1618840127.0,4489590096.0,346301423.1,318272000.0
2013,217194107.1,6090751702.0,180015508.8,23561061947.0,5137974301.0,444551859.5,24825262589.0,3229065841.0,3367574161.0,60859500.09,5263164883.0,86003157.64,166136345.2,2047989071.0,899584003.5,,197617188.8,971107820.3,17778875.0,564409840.8,32874787231.0,412094279.8,,306438573.6,47923245.08,18515731210.0,5032883664.0,5529879481.0,180000000000.0,430003643.4,392840660.7,374475561.3,367057323.3,12503812627.0,0.0,119383259.9,384925361.0,2148784401.0,45930540563.0,,4216647585.0,383380254.1,10161588239.0,2735825000.0,4359834244.0,,17242959322.0,479314460.8,345064165.8,4161139945.0,58108276.9,62417099178.0,282163387.6,56861759588.0,441878927.0,254997057.4,196818705.6,10378890.69,21710792.65,,5655183036.0,,249757853.4,35163485.79,294917779.4,956952644.1,51595.84748,1280050962.0,8384028601.0,47403528801.0,1195763444.0,11997186984.0,7780188679.0,0.0,17319707976.0,29957445905.0,128431323.0,1444929577.0,49023932407.0,2551124375.0,860560896.1,119000613.9,243470109.9,34311220715.0,5698067233.0,22677720.33,1935718241.0,15111500.0,3964690154.0,1600841410.0,47941183.17,354862149.7,258655906.2,283568932.7,4065552317.0,26710522.13,71877874.49,7837613530.0,126506348.7,153833697.7,2366989085.0,64836243.08,103464069.9,157892114.4,144215483.5,62925520.09,4915722759.0,389958736.7,,106064286.3,2418760171.0,74532010.94,10226260325.0,7391829787.0,281038425.7,2134105838.0,8766319896.0,7645455529.0,0.0,3305451871.0,3377027861.0,105100890.6,9275711727.0,,,4724102082.0,371215575.4,,,2452512981.0,88352896464.0,82480715.58,67020000000.0,,236737916.0,,31684939.41,237500000.0,26050000.0,919809908.3,981983050.8,,967923107.9,506742932.1,6528737467.0,86040376.76,,726459396.0,72419237.31,5901296947.0,,,31683000.0,211176025.9,759358881.2,18662574078.0,443379945.5,300075573.4,4386463155.0,1045084368.0,640000000000.0,,6199698500.0,3727249276.0,,1648750524.0,4118208483.0,381345802.1,356700000.0
2014,268227074.2,6841864484.0,178120368.0,22755071477.0,4979442724.0,457807021.8,25783708714.0,3305159256.0,3427179917.0,62177294.74,5191509381.0,92990706.19,177166954.9,2355991525.0,835716950.6,,190380454.6,1010827014.0,19916875.0,625885094.1,32659614241.0,527785231.7,,346281450.3,38407006.26,17853720278.0,4612776715.0,5102779356.0,201000000000.0,521260479.6,401529079.8,341224738.6,704893662.2,11845957098.0,0.0,125638766.5,357806840.0,2022883295.0,46102673010.0,,4056861511.0,437572091.1,9724379972.0,2786519000.0,5085120542.0,,17178549315.0,512119045.1,414476025.8,3985508352.0,46079423.53,63613569143.0,208124753.5,59182858554.0,415642426.2,252653419.0,196945589.8,14599956.87,21470829.16,166540254.6,5531285909.0,,245672981.8,39280999.18,314071900.2,906625906.4,53511.5951,1209801890.0,6929255301.0,50914108341.0,1192733691.0,9901105170.0,6921269719.0,0.0,18485829607.0,27701034335.0,121309728.7,1548873239.0,46881244398.0,2306464574.0,819044152.8,127970989.4,277969040.2,37552328673.0,5832249789.0,,2270065960.0,14531000.0,3755658598.0,1914586604.0,47693200.77,426900271.7,279019013.1,295728965.3,4048610929.0,27565618.85,69676703.34,8663381606.0,124185105.7,218118382.3,2372895303.0,67544018.04,105102478.6,173752180.8,144844330.7,49454513.58,4919244942.0,537453813.3,,145600356.0,2357665891.0,81391931.09,10332602878.0,7334073604.0,328115662.2,2274148859.0,8213524057.0,8654930762.0,0.0,3217579346.0,3103128266.0,112375527.6,10345153575.0,,,4111548064.0,398370979.3,,,2691470287.0,84696504653.0,90937755.73,80762400000.0,,239893611.6,,48810630.79,233900000.0,60258000.0,913368512.8,1301525424.0,,997703821.8,486194870.4,6555518064.0,81355330.93,,392382917.2,83080003.64,5729784358.0,104280654.0,,29624000.0,188885941.7,908357287.6,17772167745.0,507287182.6,325662842.0,4033331370.0,1034500559.0,610000000000.0,,1554727108.0,4255721581.0,,1714830844.0,3892469155.0,443604396.0,368100000.0
2015,199518614.8,3608299115.0,132350667.6,,5482616701.0,447379807.5,24045569111.0,2665409782.0,2943396693.0,66164584.44,4202062770.0,90896085.89,147934736.7,2815281641.0,660847880.3,,162215681.9,723659955.0,19717625.0,575524224.9,24617701683.0,424022039.2,,383739877.5,26703863.39,17937641895.0,4521076909.0,4630772774.0,214000000000.0,569671147.2,353815199.9,491276856.5,,9127165375.0,0.0,118370044.1,327891760.0,1779887189.0,39812576245.0,,3364047774.0,458007157.5,10412714003.0,2597510000.0,5475490833.0,,15188853150.0,463568814.5,442551536.5,3399134967.0,42418008.45,55342131529.0,170374503.3,53862185493.0,299514176.3,190515191.5,221414232.3,14288131.91,17036943.11,,4818121326.0,,252455480.6,46447838.13,356259475.5,753544947.7,73562.29689,1132476292.0,7639095193.0,51295483754.0,997005656.0,10588769671.0,9604231011.0,0.0,16969432086.0,22180845070.0,123854135.7,1614929577.0,42106103306.0,2046197674.0,843667802.8,117003250.6,325188062.3,36570769323.0,5735132890.0,,2239416094.0,14799000.0,,2057866407.0,44025926.25,471221026.9,276145059.3,282688255.5,3268363376.0,23051814.59,58932847.76,7739521462.0,99983659.56,309170682.2,2552370442.0,56891427.3,101705866.0,119657390.7,132931217.7,40793415.43,4532069852.0,518231065.4,,,2065557663.0,98932947.15,8667849617.0,5815228175.0,323797729.6,1943757736.0,7533550065.0,9483482373.0,0.0,3312214570.0,3335552977.0,99840642.68,10212785781.0,,,3565420872.0,386538864.3,,,2580594158.0,66418708184.0,103563214.7,87185866667.0,2279621640.0,214827965.2,,39226514.27,247700000.0,46614000.0,724151880.2,1151920377.0,,985915493.0,400771875.3,5387123174.0,73527854.06,,220982331.6,69977174.74,5724812311.0,95763184.88,,36959000.0,202106905.5,979494041.9,15880927524.0,517075761.8,306140404.6,3616896001.0,969906845.5,596000000000.0,,320539158.0,4562632501.0,,,3488867948.0,372447569.8,376677000.0
